IdUtilizador,Nome,Email,Password,DataNascimento,DataCriacao,Geolocalizacao
13906,Xu Xiaoming,xuxiaoming@gmail.com,oWNRGs4VbY,18/3/2001,7/1/2022,+90,	 	-171
13907,Chad Sanchez,scha1@hotmail.com,7nbcPluF95,20/7/1983,3/7/2024,+0.8,180
13908,Kondo Sakura,kondo1102@sapo.pt,2QSuL1vn9B,13/7/1990,14/1/2025,18.0882,			-102
13909,Johnny Wilson,jwilson@mail.com,8QNVAkA6nW,22/4/1974,28/12/2025,+90.000,   +180
13910,Carol Marshall,marc@sapo.pt,dkfJXrF5yD,29/9/1974,2/9/2024,48, 	 180
13911,He Rui,herui2@sapo.pt,96B3JnCCZO,17/6/1975,21/3/2023,90.0,+180.0000
13912,Yuen Yun Fat,yfyue@outlook.com,ngARwqrHaF,26/5/1976,5/11/2023,-90.0000, 		-180.000
13913,Ando Misaki,misakiando@outlook.com,hbLDYlYqAJ,15/6/1977,14/1/2025,+90,	 +5.168
13914,Harada Ryota,ryotahara2@yahoo.com,Ks0qPxYRme,30/12/1992,28/8/2022,+90.000,180.00
13915,Lu Rui,ruil1942@outlook.com,xXnMgD5nOU,9/5/1976,17/11/2025,-90,180
13916,Monica Schmidt,moschmidt@outlook.com,BjPtUc3fST,12/2/1977,14/9/2025,3,162
13917,Ito Yota,itoy3@gmail.com,Qb4tPsGLT7,5/9/1998,23/5/2025,1, -172.60
13918,Kobayashi Shino,kobayashi8@icloud.com,4z5Yl8Gnsr,25/5/1975,14/10/2025,-90,134
13919,Shimada Daisuke,shimadadaisuke1998@icloud.com,QbPcht7i1d,31/3/1984,8/2/2022,+90.000,180
13920,Li Jiehong,lijiehong@outlook.com,ZLwchW66pj,9/3/1992,11/1/2022,-90,		 +180.000
13921,Miu Kwok Wing,miukwokwing4@mail.com,DAnQDqqjPe,5/12/1984,16/3/2023,+2.8, +180
13922,Valerie Smith,valeriesmith@icloud.com,cbsBt0eQSu,25/9/1987,18/8/2022,+90.0,	  +7
13923,Sasaki Momoka,sasakmom@gmail.com,6Xz9Zu5RYs,4/10/1973,10/8/2025,+2.5,  	+1
13924,Ando Eita,andoei@gmail.com,bzpxktAoYl,23/4/2000,28/11/2025,8,142.5967
13925,Diane Nichols,nidiane10@gmail.com,Udx7hZckBX,2/10/1992,3/6/2023,90, +180
13926,Liang Rui,lrui8@gmail.com,0aB0O7IsS8,8/3/1990,1/11/2022,90.0000,		180
13927,Wang Zhennan,zhennanwang702@hotmail.com,vWOfljhltL,26/5/1980,18/2/2023,-78,-180
13928,Chic Wai Yee,wyc1108@icloud.com,q91IgZYev7,19/7/1999,25/9/2023,-71.00, 180
13929,Arai Sakura,sakuraa@outlook.com,ALKgIL4yJK,28/3/1974,7/8/2023,90.0000,	-161
13930,Zhong Zhennan,zzhennan@gmail.com,3iOh3v2aG7,5/9/1986,3/6/2022,+90.00,  +180.0000
13931,Kwan Wai Lam,kwan6@icloud.com,U7lfAq6OCE,22/3/1987,2/8/2024,+90.0000,-109.7
13932,Yamashita Yuto,yyuto9@gmail.com,QSgBs9suLo,2/8/1991,22/7/2023,5.3117,  	180
13933,Hung On Na,onh@hotmail.com,HUXeYpjgEL,31/3/1982,2/11/2022,7.3,180
13934,Cindy Evans,evanscindy@gmail.com,B51yqWusMI,3/11/1971,13/8/2023,15,  +130.43
13935,Yuen On Kay,yueonkay1995@yahoo.com,Rs9sV53Pfi,21/8/1995,7/3/2025,90,+180
13936,Lam Ka Man,lamkm@outlook.com,KgGA2rTc3B,8/6/1974,30/11/2023,90, 	+69
13937,Xiong Lu,luxi85@gmail.com,GPocdZJ2OI,31/3/1977,30/11/2024,+90.0,176.954
13938,Ding Ziyi,diziy2@hotmail.com,DY8dieZAKR,21/12/1983,4/2/2025,+90,	 	+68.6273
13939,Tang Chiu Wai,tang319@icloud.com,m6il0nrFtO,15/5/1971,21/6/2024,+90,-149
13940,Louis Taylor,taylouis2007@outlook.com,1IZPwPwjqN,13/7/1976,10/6/2024,90.0000,	180
13941,Jia Zitao,jiazi71@outlook.com,yhF8oWsb3R,10/6/1988,20/11/2024,50.6443,	 95
13942,Yung Tak Wah,twyung@gmail.com,ggxdfEqytV,2/9/1978,16/3/2022,90,			159
13943,Fong Ka Keung,fonkakeung1@yahoo.com,3ibfm50Ecy,11/1/2000,30/1/2022,-90.0,			180
13944,Sugawara Hikari,hikasugawara@gmail.com,WC8ZAEvQxE,6/2/1990,18/11/2025,+90, 	180
13945,Tong On Kay,ont@mail.com,OIgHa3aMJv,1/1/1996,7/9/2022,90.000,		+180.00
13946,Carol Wallace,cawalla1978@gmail.com,WKu2WcpCY8,9/8/2004,6/2/2025,37,  127
13947,Kwong Wing Suen,kwong8@gmail.com,v0rUHmXNeV,26/9/1991,14/9/2024,-81,   -180
13948,Hara Yuna,yunah@outlook.com,XEBOcAd4Jg,16/4/1988,25/1/2025,90.0,	 	180
13949,Inoue Rin,rinino724@outlook.com,zwQiYgAiFV,15/3/1970,25/10/2023,56.77,	 	180.00
13950,Richard Mills,richard8@gmail.com,yI89NtgMZu,26/6/1997,3/12/2024,90.0000, -2
13951,Rhonda Rivera,rhondariver@mail.com,9E2s9grZso,2/3/1970,18/4/2022,+29.5811, 15
13952,Fan Yun Fat,yunfat404@outlook.com,TYm8m22oyM,14/1/1999,19/5/2024,90, 	149.111
13953,Ikeda Yota,iyota403@gmail.com,3hjNTn935w,22/9/1992,20/2/2024,6.9,	 54.420
13954,Tiffany Bell,btiffany@gmail.com,U92yBmBjTE,23/10/1978,25/1/2025,65.19,	180.00
13955,Nomura Riku,rikunomura@outlook.com,85J1zK67zq,23/6/1986,22/12/2024,90,	  +0.629
13956,Endo Kaito,endk@icloud.com,kvR9lixUdn,3/9/1981,15/2/2025,1.402,  	-180.0
13957,Chic Sze Kwan,skchic@gmail.com,PUCk26w3a5,25/2/1992,8/10/2025,1.79, 		+180.0
13958,Murakami Tsubasa,tsubm@gmail.com,r0C0A0eOfl,8/11/1979,10/8/2022,-90.0000,-114.770
13959,Cui Yuning,cuiyuning@gmail.com,xDVQYZ7kME,27/9/1993,9/7/2024,90,   -0.7948
13960,Sato Mitsuki,mitsuki2008@gmail.com,az7jFn2BSY,8/7/1998,23/4/2025,+31,	119
13961,Sun Jiehong,sunjieh1@icloud.com,DOPwTbPWgQ,26/9/1991,12/8/2025,+90,	 +108.5
13962,Ku Ting Fung,ku1@outlook.com,oLnD93VwEn,3/4/1979,29/9/2025,+14,-180.000
13963,Gu Zhennan,zhennan830@gmail.com,PUSaPpueGs,19/6/1992,16/10/2023,+90.000, 	+1.0
13964,Cui Lan,culan@outlook.com,1sBY6E8wCt,23/12/1981,21/7/2023,-6.6947,   180
13965,Xia Anqi,axia@hotmail.com,FlXPJ5gz7v,4/9/1992,12/6/2025,90,+180
13966,Rose Sanders,rosa2008@mail.com,fBbHIIKZIn,15/1/1986,10/3/2022,-90,-180.0
13967,Che Sau Man,smc1972@gmail.com,yS1p6UsniV,8/6/1999,18/12/2025,+59, 180.00
13968,Sugiyama Rena,rsu@yahoo.com,lkD8582hzI,26/11/1989,14/9/2025,+90.00,		180
13969,Tong Chi Ming,tongchiming@outlook.com,daErF9OVxe,29/6/1988,12/5/2023,+4.696,+15
13970,Yue Wai Lam,yuwl3@gmail.com,3xjM1hi2Js,24/8/1974,5/2/2024,55.3367, 	+102.527
13971,Lu Xiaoming,xlu@icloud.com,QielfdMyFy,31/7/1987,30/11/2022,90,		 180.00
13972,Dong Zitao,dongzitao313@gmail.com,i4A9UyD7ee,2/1/1986,9/9/2022,90, 	-9.1
13973,Fu Lik Sun,fu77@outlook.com,Ke8UMmUHN1,1/5/1975,8/10/2023,+90,180.0
13974,Allen Hernandez,ah10@hotmail.com,Zj317e8Y4A,21/3/1996,10/8/2024,+21, 	22.993
13975,Maruyama Kazuma,makazuma@gmail.com,0gjWZHDqpQ,8/5/1988,20/8/2025,90.00,	+180
13976,Ti Wai Man,twm@hotmail.com,ejwNh1K1y9,15/4/1979,25/2/2023,+1.36,	  180
13977,Wong Wai Man,wmwong4@gmail.com,JSIA3aSkI9,11/2/2004,3/12/2022,-90,   -114.5
13978,Fujita Takuya,tafujita@gmail.com,qfaekoXYUE,19/2/1979,12/4/2025,+89,	+180.000
13979,Du Zhiyuan,zhiydu8@hotmail.com,cSygmafafx,19/7/2003,6/3/2024,7.877, 		+6.96
13980,Carol Porter,porter1026@sapo.pt,XBnfSDLZo6,21/1/1983,21/10/2024,+90.00,	 	180
13981,Uchida Takuya,uchida1@sapo.pt,aD9AXYkTwM,20/11/1988,7/4/2023,-15, 	 63
13982,Sun Xiuying,xisun@hotmail.com,jId9FsTa95,8/9/1973,12/11/2022,-90.0,	 +162.1840
13983,Nakamura Kenta,knakamura6@hotmail.com,I78pCqL5Fu,20/10/1971,6/11/2023,58, +154.18
13984,Fung Ling Ling,funglingling@gmail.com,ze4glR0C9v,25/2/1999,17/11/2025,+34.6579,		21
13985,Xiao Xiaoming,xiaoming6@sapo.pt,iqULEY4syG,16/10/1970,14/6/2024,-0.917,160
13986,Siu Wai Man,siwm6@yahoo.com,CJnniwbdKu,15/12/1982,23/5/2024,90,	  +180.00
13987,Nicholas Morris,nichmorris@icloud.com,sGBbcWTs4x,22/9/1970,9/2/2025,-90.0000, 	 148.150
13988,Anne Mendoza,mendozaanne@gmail.com,whWJP4E09j,5/5/1981,23/8/2023,-6,180.000
13989,Hasegawa Ren,hasegawa49@gmail.com,ZPQNXrQES2,12/4/2003,31/3/2022,90,  -180
13990,Michael Brown,bmi@outlook.com,rTtBQwSwVJ,13/6/1976,26/4/2022,+21.3839, 	+139
13991,Yung Hiu Tung,hiutungyung@gmail.com,bnrquvqRHh,19/5/1996,28/2/2023,78.3,		 180
13992,Inoue Hina,inoh825@gmail.com,gQAx0lIYbk,19/7/1998,28/7/2024,90.000,-180.0
13993,Xie Xiaoming,xix@yahoo.com,TfpLh88J4i,8/5/1972,3/3/2025,90.0, 180.0000
13994,Fong Chun Yu,fonchunyu4@outlook.com,BJt2cDxwK8,25/5/1999,3/11/2025,1,		 180
13995,Clifford Kim,kimclif6@mail.com,xjZ9m7c9aH,1/6/1975,7/8/2025,+90.000,  	121.81
13996,Yuen Sum Wing,ysumwing5@gmail.com,YkFlxASQGN,16/2/1986,15/2/2024,90.0000,	180.0
13997,Maeda Aoi,aoi81@icloud.com,JK1Oy6ay2z,25/9/2005,6/6/2024,90.0,	 180
13998,Yeung Tsz Hin,tszhinyeu@hotmail.com,NGx0KZh9Bw,15/10/1999,9/8/2022,-74, 180.000
13999,Glenn Simpson,glensim@mail.com,MXNQ5vTOmO,14/5/2003,17/2/2025,-90,	 -155
14000,Saito Minato,sminato@gmail.com,CNknI95Bf7,6/12/1998,23/4/2023,+90,  -180
14001,Kudo Momoka,momokakudo1946@outlook.com,A6p9qgr5p9,27/10/1982,27/5/2023,3, 180.000
14002,Endo Daisuke,de905@gmail.com,BdzJ5Bnp3k,30/6/1981,4/1/2023,-90.0,-7.3
14003,Nakayama Mitsuki,nakayama1963@gmail.com,oEdHxldoeJ,4/6/1987,2/3/2023,2,	  -84
14004,Kao Yun Fat,yfk@gmail.com,BznwBI1iuo,1/5/1987,30/6/2025,+90,180
14005,Zou Yuning,yzou72@gmail.com,ucvMSWIwWr,28/11/2000,22/1/2024,90,		 159
14006,Noguchi Yuito,nogucyuit@gmail.com,D0rP1SnAMZ,16/5/1980,6/1/2025,-6.695,		180.0000
14007,Koo Yu Ling,yuling1@mail.com,mtH6x8znsR,12/11/1979,29/1/2023,-56.435, 	 180.0000
14008,Benjamin Wells,welbenjamin@sapo.pt,xO7dKFA9Mc,14/4/1981,6/7/2024,31.93, 	+18
14009,Fong Ting Fung,tingfungfong10@icloud.com,yZSgfJtjVK,5/10/1993,22/4/2025,-90.000,  -180.00
14010,Wu Yunxi,wu8@outlook.com,nJOGn4BVBq,16/4/1999,7/2/2025,90,	79
14011,Miyazaki Nanami,miyazakinanami@hotmail.com,jH1mfpalw5,1/11/1990,26/9/2022,15.7,		140.071
14012,Eleanor Powell,poweel@gmail.com,7CHPLMhnz0,5/8/1986,18/6/2024,5,  	180
14013,Yoshida Akina,yoshidaakina@yahoo.com,C5oa5MyY6m,27/5/2002,14/12/2023,8.5103,7.6
14014,Che Kwok Kuen,che719@hotmail.com,48kk9MsS6o,20/11/1975,20/8/2024,-90.00,	-180
14015,Shibata Aoi,aoi1994@gmail.com,FWjuUIiTl7,28/7/2001,1/6/2024,-14.449,+180.0
14016,Mark King,kmark@gmail.com,dgsHWcP0pl,27/1/1987,21/4/2025,90.0000,+180.00
14017,Zou Xiaoming,xiazo2@gmail.com,VwbariIQvL,28/6/2003,12/7/2025,71,  5
14018,Francis Herrera,herrera708@mail.com,lTuY2tPRjL,27/9/1979,14/6/2023,+5.64,	-180.0
14019,Ren Anqi,anqiren619@gmail.com,e6LTuAybvt,7/3/1972,18/11/2023,90.000,180.0000
14020,Inoue Mio,mioi@hotmail.com,z66QPDduUh,24/11/1976,2/5/2024,-5, +180
14021,Tang Tin Lok,tangtl55@gmail.com,HJJsQTpQmw,12/1/1980,1/7/2023,-2, 143.4751
14022,Fan Jialun,faj@yahoo.com,ETQFSaAxgk,7/1/1994,11/7/2024,41, +113
14023,Timothy Jimenez,tjim@gmail.com,ziDlMtkWfU,16/11/1978,9/1/2024,-3,-180.0000
14024,Xiao Zhennan,xiaoz@icloud.com,LMcXnhCp64,18/6/1982,28/6/2022,+90, 	 +180.00
14025,Yung Wai Man,ywaiman@gmail.com,QiYatsFQB3,6/4/1986,18/6/2024,+3.285,	180.00
14026,Au Hok Yau,auhokyau2@outlook.com,27m5nJcyqx,1/4/1987,28/7/2022,+7,	 -180.000
14027,Duan Jiehong,duanjiehong@outlook.com,3ZxQzNToOL,18/9/1997,19/4/2024,+90,			180.0000
14028,Nakamura Kenta,nakamuraken1945@yahoo.com,4cBvl9Gka8,27/6/2005,27/2/2025,-32,	180.000
14029,Yamada Yuna,yamyuna1227@outlook.com,YIS1HuVrIX,18/6/1973,20/12/2023,5,	36.7
14030,Patrick Bennett,bennpatrick@gmail.com,e1VOdAbLEW,16/4/1991,28/4/2025,90.00, -180.0000
14031,Evelyn Mitchell,evelynmitchell@gmail.com,fTTSBzb2G9,25/5/1978,29/8/2023,5,		 143.8793
14032,Yang Jiehong,yangji@outlook.com,WKSJDlf2GG,26/5/1977,6/3/2024,-90.0000,	  180.000
14033,Chen Yunxi,chenyu55@gmail.com,S4bc4lHXOu,2/9/1996,23/4/2024,+90.00,180
14034,Cheng Tin Lok,cheng3@gmail.com,wWKFZmv7lk,15/11/1975,24/1/2024,-12.2508,180.0
14035,Kimura Kenta,kenkimura2004@gmail.com,vBxpBESYR8,5/7/1988,19/6/2025,+90.000,  -43.82
14036,Liang Zitao,zl705@icloud.com,7JYRucKiA1,5/8/1973,30/12/2023,+90.0000,		+103.55
14037,Nakagawa Ayano,nakagawaayan7@outlook.com,ef1YQD9fPI,12/7/1983,11/1/2025,-90.000, 		+180.0
14038,Nakano Tsubasa,tsubasan1@hotmail.com,dCxZzl1Ba2,19/1/1981,25/1/2025,+90.0000,	 180
14039,Tian Xiuying,tianxiuyi@yahoo.com,xvRGfYSrCI,1/2/2005,8/3/2023,90.0000,+135
14040,Ikeda Miu,ikeda8@outlook.com,YIUQyJdAlA,1/5/1993,6/2/2022,-3, -180.0000
14041,Tong Fat,tong426@gmail.com,XfI335w6j9,5/1/1989,10/10/2022,+90, 102
14042,Li Yuning,yuningl@gmail.com,JmYDflM7EX,10/3/1986,29/7/2024,90.0, 180.00
14043,Mok Ka Fai,mokkafai@mail.com,lPhE40g5aZ,9/3/1973,28/12/2024,-90.000, 	 180
14044,Brian Butler,brianbutler@gmail.com,54brOUrAqs,7/9/1994,1/10/2022,3.97,	0.81
14045,Taniguchi Itsuki,taniguchi9@outlook.com,3nayl1it9w,8/4/2003,14/10/2025,90,-180
14046,Lei Jiehong,jiehongl70@mail.com,YVvtzvXLtF,27/4/1992,31/3/2022,7,			180
14047,Song Rui,soru@outlook.com,UfZw28sGIe,23/8/1994,12/9/2024,90, +180.0000
14048,Liang Zitao,lzitao@icloud.com,zolNsa113K,13/10/1977,1/10/2025,90,	  -64.1066
14049,Siu Wai Yee,siuwy@gmail.com,vzIbGLqtWW,9/11/1990,18/3/2024,-9,+180
14050,Luo Xiaoming,xiaomingluo@outlook.com,IbVy0kktI4,4/8/1984,30/8/2024,90.000, 		161.8
14051,Marie Castillo,castillo93@outlook.com,POsKlCwmpb,10/6/1999,27/10/2023,-3.93,		 1.294
14052,Shi Jialun,shijialun@sapo.pt,OqTpDXryWB,30/9/1995,30/6/2024,+90.0000, +111.2
14053,Ichikawa Ayano,icayano409@hotmail.com,EbsN3KLj0j,18/3/2003,26/3/2024,90,	  +180.00
14054,Mary Robertson,maryrobertson827@gmail.com,VSf5dncrJO,3/12/1976,4/10/2024,+90,	+6.7
14055,Debra Daniels,ddebr2001@icloud.com,dNV1s04sYp,27/6/1982,10/2/2025,-62,-180.00
14056,Takahashi Momoka,momt@outlook.com,j1oNlr8Uug,7/6/1991,12/2/2022,90,	 -180.00
14057,Dale Snyder,sdale@outlook.com,0XIvaWkxpL,15/2/1988,3/8/2024,-62.5867, -180
14058,Tsui Wai Lam,tsuiwailam721@hotmail.com,yXAGxdK7ye,3/12/1993,17/12/2022,7.54,8
14059,Ying Wing Fat,yiwf@icloud.com,bAdXjiRKnM,21/4/1973,18/4/2025,-90.0000,			+99.1
14060,Duan Yunxi,duanyunxi@gmail.com,WwfWAJwSBe,9/4/1995,15/2/2022,7.78,  	127
14061,Li Jiehong,li7@sapo.pt,WxbwaCV4wJ,29/11/1970,8/7/2024,+24,124
14062,Wong Kar Yan,wonkaryan@mail.com,D15og7fwTg,12/10/2001,26/8/2025,90,		99
14063,Han Ka Ling,hakl10@outlook.com,xqK7QUgFBn,15/1/1991,29/8/2024,-90.000, 173
14064,Ota Momoe,otamomoe@gmail.com,lpT7rVuFYR,7/11/1998,15/12/2022,+90.0,		+74
14065,Yung Ting Fung,tingfungyung@hotmail.com,ra4fh0ur68,2/12/2005,24/3/2023,+90.0000, 180
14066,Miyamoto Kazuma,mikaz@gmail.com,WgTDnMTRHd,4/6/1990,25/3/2024,35,  180.00
14067,Sakurai Hana,sha2@icloud.com,OJsTiJ8qXO,22/8/1973,12/9/2022,2.281,	180
14068,Yu Anqi,yu10@gmail.com,q4Kg1pU7xB,30/9/1982,6/11/2022,-4.87, 118
14069,Cao Xiuying,cx112@gmail.com,H7sRPjcUfk,14/9/1998,29/5/2025,+90,5
14070,Kao Wing Sze,wsk10@hotmail.com,LAAGoGSMID,3/3/2005,27/1/2024,16,140.8
14071,Shimizu Momoe,shimm@hotmail.com,AbXtTMLdK8,4/3/2001,3/10/2022,+90,  	140
14072,Kikuchi Yamato,yamakikuchi@gmail.com,cYMAYAYtxa,14/8/1971,24/12/2025,90.0,1.8007
14073,Sano Yamato,sayam@outlook.com,9xZQ3Draww,18/12/1975,14/8/2023,+90.000,	142
14074,Hung Chi Ming,hungcm@outlook.com,0I5Oed98pj,18/3/1985,10/1/2023,88,	 +180.0
14075,Fan Rui,ruifan@icloud.com,MQsCaFnG34,23/3/2003,24/12/2022,-5.7,180
14076,Pang Chiu Wai,pang227@gmail.com,S7tuen9Jox,8/9/1975,30/5/2024,+90, 		+180
14077,Wong Sau Man,sauman1014@icloud.com,Mt9IpBUa8O,11/7/1988,6/8/2025,-90.00,+115
14078,Xiao Zhiyuan,xiaoz@gmail.com,XwU2k0CVms,18/9/1972,20/1/2025,-90.000,		180
14079,Fukuda Tsubasa,fukudatsuba@yahoo.com,CF6P3FE61d,6/12/1993,23/2/2024,90.000,	 +180
14080,Yu Yuning,yuyun@sapo.pt,VB18DffVvm,28/10/1987,30/3/2023,90.00,		-180.00
14081,Yamada Momoe,yamada319@yahoo.com,PBKDUI92qb,8/7/1984,13/12/2024,-8,180.000
14082,Fu Kwok Yin,kwokyinf@gmail.com,sPzELwkppQ,20/12/1989,28/1/2022,+0,-180.0000
14083,Sakai Aoshi,sakaiaos97@hotmail.com,28ugOawT2k,28/12/1994,13/1/2022,-12, 	-180.0
14084,Lok Wing Sze,wingszelok@gmail.com,YB55rbkW92,28/11/1984,2/11/2022,-90,		116
14085,Earl Herrera,herreraear4@hotmail.com,lQPHeAKD7S,4/2/1973,26/10/2022,-1.6,		 -180.000
14086,Han Chung Yin,hachungyin121@yahoo.com,GlXzwTpKLY,5/11/1982,30/11/2022,+90,	 	51
14087,Elaine Washington,elaine1104@gmail.com,3ZdIDNDZDf,25/4/2005,3/6/2024,-90,+134.1356
14088,Leung Tak Wah,leuntw@hotmail.com,deW1ZtoA7c,28/7/1988,30/6/2024,+0.4, -141.9
14089,Yao Shihan,shihyao@gmail.com,9QJMTlIW7o,23/9/1987,3/3/2022,-67.7897,+180.0000
14090,Ueda Rena,uedar@gmail.com,No1vw3Gq3T,27/4/1986,8/7/2025,+6,			180
14091,Han Jiehong,hajiehong@gmail.com,Kr3zQ2EURj,21/5/1986,3/7/2024,-90.00,  5
14092,Siu Cho Yee,choyee3@gmail.com,QZHQPOnVOX,29/8/2005,21/10/2022,27,		+51
14093,Norma Gibson,normagibson@icloud.com,6XY25QYtpv,24/2/1996,24/9/2023,+23,82
14094,Chen Yunxi,chen75@hotmail.com,CVvc5leMGi,13/9/1972,3/1/2024,90.0000, 		+180
14095,Gary Campbell,gary9@outlook.com,dkGWd2MBxZ,11/5/1970,28/10/2024,-31.99,		 +3
14096,Tan Yuning,tanyuning@gmail.com,wj0g3ilPl2,25/6/1971,10/1/2025,86,	 +180.00
14097,Ishii Daisuke,ishiidaisu@gmail.com,iAsCjbwwez,27/3/2000,12/7/2023,56,180
14098,Nomura Kenta,nomurakenta4@sapo.pt,B8O7I1UVVV,20/2/2003,18/11/2024,-90.000,		-129
14099,Zhong Ziyi,zziyi@gmail.com,3IG4u48PTb,11/6/1990,29/1/2022,4,	50.081
14100,Nakamori Kaito,knaka@gmail.com,4ozcJFL6hG,26/11/1998,4/8/2024,40.930,-154.3281
14101,Tsang Ling Ling,litsang@outlook.com,bQvERhWtvz,1/9/1997,10/3/2025,+3.72,	 103.5663
14102,Taniguchi Hana,tanha@mail.com,g6L25KtpoV,11/8/1997,3/3/2024,4, 180.0
14103,Ying Chi Yuen,cyyin4@hotmail.com,0if6HsMfNy,14/3/1982,26/9/2023,+90.0000,	 180.0000
14104,Cui Rui,rcui1974@icloud.com,tPvDjObgX9,3/7/1987,27/1/2025,+0.7054,+180.0000
14105,Tsui Hui Mei,tsuhuimei@outlook.com,9IIV1c4H2d,23/7/2004,2/6/2025,-90.0,+180.000
14106,Jiang Anqi,janqi@gmail.com,0KZmNZKnxC,10/8/1987,10/2/2024,44,126.960
14107,April Anderson,apriande@hotmail.com,jRF6VdzR20,27/4/1993,11/9/2025,2,+157
14108,Tang Chung Yin,tangcy@sapo.pt,ApGejoXEoQ,31/3/1981,26/7/2024,+90.0000, 3.68
14109,Zeng Xiaoming,xiaomzeng@gmail.com,uKBCedjPCF,23/8/1989,25/7/2022,-90.00, 	+108.66
14110,Qian Rui,ruiqia12@outlook.com,3dHHPHjLxQ,24/4/1973,8/2/2024,-6.7,	0
14111,Kondo Aoi,kondoaoi75@gmail.com,S76HMgl5qW,23/7/1997,1/5/2022,-90,	 -165.01
14112,Shao Xiuying,shax@gmail.com,ZG1AQzZi5G,18/8/1997,18/11/2023,31,			180
14113,Ueno Kazuma,uenkazum@yahoo.com,PxKMYWFsec,19/4/2004,13/10/2023,-90,	129.367
14114,Kondo Hana,kondohana605@icloud.com,Ijudpj0NiD,27/7/1986,26/5/2024,4,20.3273
14115,Man Wai San,maws@hotmail.com,jNeFk4p0qI,4/11/1970,23/9/2024,37,+180
14116,Lo Ling Ling,lo1@gmail.com,0xjPolvqJW,26/6/1991,30/8/2024,+78.7,	+180
14117,Chu Tak Wah,chu120@icloud.com,Q09XenSJpr,1/6/1985,18/6/2025,+90.0,	-180.000
14118,Shen Jiehong,shenjiehong@gmail.com,ofyMivT0Vi,17/9/1989,24/9/2023,90,   92.3
14119,Shen Lan,lanshe1106@gmail.com,uuJUpt96Su,21/10/1973,18/7/2025,+90.0,	-180
14120,Imai Yamato,yaim829@gmail.com,ZXlWUoWvFh,17/7/2000,6/12/2023,+55,+180
14121,Phillip Grant,grant913@gmail.com,XTUOIaURh3,1/7/1993,28/5/2022,90,		7
14122,Kwok Yu Ling,kwokyuling@hotmail.com,P02trRWGm1,9/2/1994,29/12/2024,-90,	+180.000
14123,Danny Black,blad@gmail.com,mPcbbYkZaR,6/3/1985,30/3/2023,-90.00,  	+180.0000
14124,Lo Wai Man,lwm211@outlook.com,1xIO4KiEtx,9/11/1987,15/1/2025,+90.0,56
14125,Rhonda Gibson,grhonda8@hotmail.com,CTzMCKsWM2,18/2/1973,21/6/2022,90.0,	 	180
14126,Mok Ka Man,kmmok@hotmail.com,TpSmmYb5wB,24/2/1989,9/8/2023,32.5651, +180.0000
14127,Sun Xiuying,xiusun624@yahoo.com,fnfYn3p5BS,25/5/1976,10/10/2024,-3,	 80
14128,Chen Shihan,chen2002@gmail.com,6tko4f1nyk,12/2/1996,17/8/2022,+90,+180
14129,Scott Castillo,scocast7@mail.com,BUVVttdEvR,8/8/2000,1/6/2022,-23.53,		166
14130,Chad Chen,chadchen@gmail.com,RBgNdUMwgj,14/7/2003,9/5/2022,+89,	-169
14131,Kathleen Rogers,rokathleen@sapo.pt,2Zef4VGjIA,12/11/2000,11/9/2023,+90,180
14132,Meng Zhiyuan,meng423@gmail.com,7xbYoOeQah,26/4/1975,28/9/2023,+50.20, 	 180.000
14133,Nomura Airi,airn@icloud.com,vgyUYs1qb7,28/4/1997,4/10/2022,-90.000,	 180
14134,Sherry Owens,owens9@gmail.com,nGZrs8Dx4G,6/5/1970,27/8/2023,5,   +30.6
14135,He Rui,herui@yahoo.com,0fx8x6SUpd,1/4/1999,18/11/2023,+90, 	180
14136,Yu Jialun,jialun1990@gmail.com,5958NZqFou,18/1/1988,12/5/2023,+90.0,1
14137,Liang Zhennan,liangzhen@gmail.com,oOjWJpwHbk,30/9/2005,6/9/2022,+38.779,180.000
14138,Meng Yunxi,mengyun@gmail.com,WeyjGbwIv2,3/5/1973,24/8/2024,4,  180
14139,Chow Wai Yee,chow1949@icloud.com,dLc65lPcsA,6/3/1983,10/4/2025,90,			-180
14140,Sato Yuito,yuito8@gmail.com,K4aE83roq0,5/2/2001,17/4/2025,90.0,	-180.000
14141,Tamura Itsuki,tamuraitsuki3@gmail.com,BbhONAbbIR,5/12/1989,18/3/2023,+21.4582,36.893
14142,Mo Ziyi,mo4@hotmail.com,1c2jeKgRpj,10/7/1988,5/6/2023,+90.00,+139
14143,Liao Lan,lanliao@gmail.com,VUJiyu3bmY,2/3/2004,24/9/2022,90, +168
14144,Miguel Harrison,hamigu2@outlook.com,4KVzRJLVdo,29/1/1993,14/4/2024,90.0, 180
14145,Dong Lu,dlu@hotmail.com,bLYishVFNR,28/9/1975,29/8/2022,90,		180
14146,Joanne Alvarez,joannealvarez@gmail.com,OPXyMLxul2,20/6/2004,20/3/2023,90.0,	 180
14147,Lois Rice,lois101@outlook.com,rK7MvpQncJ,11/11/1970,3/8/2023,+90.0000,	-114.7670
14148,Otsuka Aoshi,aot@gmail.com,neCHOwDbyS,25/1/1997,28/5/2022,+90,	31
14149,Juanita Peterson,petersonjuanita7@mail.com,elEnqxXziN,4/2/1983,5/9/2023,90.000, 		-7.0298
14150,Huang Xiaoming,xhu8@sapo.pt,gblpepIvZQ,20/12/1995,30/5/2025,+90.000,  142.0
